Material;Descrição;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Tipo MRP;Descrição do Calendário;Nec.NOV/2019;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Cons.DEZ/2018;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Des.Status;Num.Mat.Fab.;Materiais Substituídos
10000167;RGT ACIDO URICO C/6 4032T 68ML SIEMENS;0;0;KIT;333,82;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10341133;
10000169;CTR SORO RH 10ML FRESENIUS;0;0;FR;23,36;VV;DIARIO;0,017;0,415;0,332;0,332;0,415;0;0;0;0;0;0;10;0;0;0;0;0;0;;;;LIBERADO;320920;
10000170;RGT TIRA OXIDASE C/20 (DUPL) 10000634;0;0;KIT;27,08;ND;DIARIO;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;262;
10000171;RGT FERRITINA ARCH 2000T ABBOTT;0;0;KIT;3.946,30;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;07K5930;
10000175;RGT PSA TOT ARCH 2000T ABBOTT;0;0;KIT;1.905,08;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;3;0;0,008;0;0;0;1,247;0;;;;BLOQUEIO COMPRAS;07K7030;
10000176;CTR LIQUIC MARCAD CARD PLUS 3NVS 6X3ML;0;0;KIT;761,55;VV;DIARIO;0,317;7,915;6,332;5,5;6,875;5,5;3;4;2;24;0;3;0;16;9;6;6;7;5500001368;29/11/2019;31/12/9999;LIBERADO;180;
10000180;SOL SAMPLE DILUENT ELIA C/6 IMCAP PHADIA;0;0;KIT;95,79;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;83-1023-01;
10000198;SOL STOP IMMUNOCAP PHADIA;0;0;FR;38,28;VV;DIARIO;0,275;6,875;5,5;5,5;6,875;5,5;2;0;0;0;2;1;0;4;12;7;4;0;5500001368;26/11/2019;31/12/9999;LIBERADO;10-9442-01;
10000204;RGT IMMULITE 2 TBG IMMULITE 200T SIEMENS;0;0;KIT;522,55;ND;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5500001368;16/10/2019;31/12/9999;BLOQUEIO COMPRAS;10381660;
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;0;0;PAC;11,5;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;3049;
10000206;DISCO CEFALOTINA C/50 30MCG;0;0;FR;9,32;VV;DIARIO;0,133;3,335;2,668;2,668;3,335;2,668;0;0;0;0;0;12;0;0;0;0;0;2;5500001368;26/11/2019;31/12/9999;LIBERADO;1614;
10000207;DISCO CEFEPIME C/50 30MCG;0;0;FR;9,17;VV;DIARIO;0,175;4,375;3,5;2,625;0;0;0;0;0;0;0;14;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;1616;
10000210;DISCO CEFTAZIDIMA C/50 30MCG;0;0;FR;8,81;VV;DIARIO;0,16;4;3,2;3,2;4;3,2;2;0;0;0;0;11;0;2;0;3;3;2;5500001368;26/11/2019;31/12/9999;LIBERADO;1619;10009103
10000212;DISCO CEFTRIAXONA C/50 30MCG;0;0;FR;10,19;VV;DIARIO;0;9,065;7,252;7,252;1,813;0;0;0;0;0;0;29;0;0;0;0;0;0;5500001368;02/12/2019;31/12/9999;LIBERADO;1620;10009126
10000214;DISCO CIPROFLOXACINA 5MCG;0;0;FR;9,19;VV;DIARIO;0;6,25;5;5;1,25;0;0;0;0;0;0;20;0;0;0;0;0;0;5500001368;02/12/2019;31/12/9999;LIBERADO;1622;
10000215;DISCO LEVOFLOXACINA C/50 5MCG;0;0;FR;12,41;VV;DIARIO;0,236;5,91;4,728;4,728;5,91;4,728;1;0;0;0;0;21;0;0;0;6;3;4;5500001368;29/11/2019;31/12/9999;LIBERADO;1635;
10000218;DISCO PENICILINA C/50 10MCG;0;0;FR;10,96;VV;DIARIO;0;4;3,2;3,2;4;3,2;0;0;0;0;0;7;0;0;0;3;3;2;5500001368;02/12/2019;31/12/9999;LIBERADO;1647;10009046
10000220;DISCO TETRACICLINIA C/50 30MCG;0;0;FR;10,25;VV;DIARIO;0,171;4,285;3,428;3,428;4,285;3,428;0;0;0;0;0;12;0;0;0;0;2;4;5500001368;26/11/2019;31/12/9999;LIBERADO;1655;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000221;DISCO VANC C/50 30MCG (DUPL) 10014554;0;0;FR;10,22;VV;DIARIO;0;0;0,668;0,668;0,501;0;0;0;0;1;0;4;4;2;0;0;0;0;;;;LIBERADO;1659;
10000224;AGAR TSI 13X100 P. LABOR;0;0;PAC;11,75;VV;DIARIO;2,075;51,875;41,5;41,5;45;36;0;0;3;47;9;17;23;36;47;46;24;30;5500001368;29/11/2019;31/12/9999;LIBERADO;3110;
10000225;AGAR FENILALANINA 13X100 P. LABOR;0;0;PAC;11,75;VV;DIARIO;1,64;41;32,8;32,8;41;32,8;0;0;37;9;73;8;9;28;43;28;29;30;5500001368;29/11/2019;31/12/9999;LIBERADO;3090;
10000232;CTR LIATEST IV N P T 12X1ML STAGO;0;0;KIT;431,21;VV;DIARIO;0,083;2,085;1,668;2,4;3;2,4;8;1;4;1;4;0;2;3;2;2;3;3;5500001368;29/11/2019;31/12/9999;LIBERADO;526;
10000238;ANTICORP ID ANTID CONF D FRAC 1X5 DIAMED;0;0;KIT;83,79;VV;DIARIO;0,013;0,315;0,252;0,252;0,315;0;1;3;2;1;1;1;1;0;0;0;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;007531VI;
10000245;ANTICORP ID ANTI IGG 4X12 48T DIAMED;0;0;KIT;610,48;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;004024VI;
10000248;BRIKMAN AUT SAL GRAD VOL BMX;2;0;UN;1.731,45;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;V1200;
10000255;TB VAC S/ADITIVO PREMIUM 6ML GBO;0;0;UN;0,35;VV;DIARIO;5;125;100;100;25;0;0;0;50;0;0;400;0;0;0;0;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;456001;
10000279;SOL LIMP OWERN KOLLER 600T 24X15ML STAGO;0;0;KIT;96,24;VV;DIARIO;0,067;1,665;1,332;1,332;1,665;1,332;0;1;2;0;4;1;0;3;0;2;1;1;5500001368;29/11/2019;31/12/9999;LIBERADO;360;
10000282;ANTICORP SERIG DIANA A1/B C/2 110T 10ML;0;0;FR;54;VV;DIARIO;1,75;43,75;35;35;43,75;35;4;37;14;18;42;32;24;38;37;35;35;35;5500001368;29/11/2019;31/12/9999;LIBERADO;21365913;
10000295;ANTICORP A1 DOLICO BIFLORUS 100T BIOSYS;0;0;FR;54;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;108373;
10000324;RGT CLORETO CALCIO C/24 6000T 15ML STAGO;0;0;KIT;91,75;VV;DIARIO;0,088;2,19;1,752;1,752;2,19;1,752;1;2;0;3;3;0;0;1;2;2;2;1;5500001368;29/11/2019;31/12/9999;LIBERADO;367;
10000353;ANTICORP ID TB 12X75 DIAMED;0;0;KIT;247,67;PD;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;2;5;;;;LIBERADO;849000V;
10000359;CLB FT4 GER2 CS ELEC COBAS C/4 1ML ROCHE;0;0;KIT;28,41;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6437290190;
10000361;RGT TP C/12 950T 10ML STAGO;5,035;0;KIT;174,08;VV;DIARIO;0,504;12,595;10,076;10,076;12,595;10,076;6;9;6;4;11,852;5,404;7,349;10,797;11,251;10,234;12,052;9,855;5500001368;10/12/2019;31/12/9999;LIBERADO;667;
10000363;CLB CS FT3 GER3 COBAS/ELEC C/4 1ML ROCHE;0;0;KIT;46,12;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6437222190;
10000368;MEIO CULT ECOL CLAS POL (DUPL) 10007936;0;0;FR;174,14;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;438;
10000370;MEIO CULT ECOLI CLASS B (DUPL) 10007940;0;0;FR;147,89;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;439;
10000371;RELOGIO CONTADOR MIN HERWEG;0;0;UN;28,37;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;;;;LIBERADO;10000371;
10000396;RGT IDENTIS DIANA C/11 110T 5ML GRIFOLS;0;0;KIT;450;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;21021113;
10000400;ANTICORP SORO COOMBS BIOTEST;0;0;FR;28,79;VV;DIARIO;0,038;0,94;0,752;0,752;0,188;0;0;0;0;0;0;3;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;2120100101;
10000402;RGT SERASCAN DIANA DIA 150T 10ML GRIFOLS;0;0;KIT;40;VV;DIARIO;0,3;7,5;6;6;7,5;6;1;2;2;3;4;3;3;3;6;6;6;6;5500001368;29/11/2019;31/12/9999;LIBERADO;21020313;
10000404;RGT TTPA C/12 950T 5ML STAGO;7,668;0;KIT;202,16;VV;DIARIO;0,344;8,6;6,88;6,88;8,6;6,88;5;6;5;2;4,457;2,065;4,56;6,945;7,563;6,841;8,31;6,943;;;;LIBERADO;595;
